opentime,initial_value,value,leverage,SL,TP,close_time,close_cause
1529403299999.0,344.20854628426747,413.050255541121,5,0.8,1.2,1529414099999.0,TP
1529553599999.0,373.44635347042396,298.7570827763392,5,0.8,1.2,1529631899999.0,SL
1529402399999.0,362.32859954764524,289.8628796381162,5,0.8,1.2,1529632799999.0,SL
1529533799999.0,393.1055626590006,314.4844501272005,5,0.8,1.2,1529633699999.0,SL
1529594099999.0,354.770301333368,283.81624106669443,5,0.8,1.2,1529652599999.0,SL
1529694899999.0,396.36240203756773,317.0899216300542,5,0.8,1.2,1529700299999.0,SL
1529756999999.0,392.39164349395537,313.9133147951643,5,0.8,1.2,1529815499999.0,SL
1529875799999.0,388.460664009433,310.7685312075464,5,0.8,1.2,1530039599999.0,SL
1529965799999.0,369.03374620232125,295.226996961857,5,0.8,1.2,1530051299999.0,SL
1530120599999.0,380.8720850079316,304.6976680063453,5,0.8,1.2,1530229499999.0,SL
1530178199999.0,343.72982018813036,274.9838561505043,5,0.8,1.2,1530229499999.0,SL
1530158399999.0,361.82467203668494,289.45973762934796,5,0.8,1.2,1530249299999.0,SL
1530315899999.0,369.98826355721394,443.9859162686567,5,0.8,1.2,1530323099999.0,TP
1530346499999.0,373.68000645098783,448.4160077411854,5,0.8,1.2,1530539999999.0,TP
1530764999999.0,377.4085855553558,301.92686844428465,5,0.8,1.2,1530861299999.0,SL
1530817199999.0,358.53438219173245,430.2412586300789,5,0.8,1.2,1531006199999.0,TP
1530978299999.0,338.6637919641601,406.3965503569921,5,0.8,1.2,1531007999999.0,TP
1530837899999.0,340.6040777383239,272.4832621906591,5,0.8,1.2,1531191599999.0,SL
1531133099999.0,363.55073979929614,290.8405918394369,5,0.8,1.2,1531203299999.0,SL
1531342799999.0,373.5301267648979,298.8241014119183,5,0.8,1.2,1531438199999.0,SL
1531557899999.0,369.7881019549671,443.7457223459605,5,0.8,1.2,1531668599999.0,TP
1531643399999.0,333.72673607739944,400.4720832928793,5,0.8,1.2,1531671299999.0,TP
1531584899999.0,351.29499897619917,421.553998771439,5,0.8,1.2,1531725299999.0,TP
1531664099999.0,317.03706200616875,380.4444744074025,5,0.8,1.2,1531733399999.0,TP
1531727099999.0,364.4579710377101,437.3495652452521,5,0.8,1.2,1531763099999.0,TP
1531827899999.0,387.1129519483504,464.5355423380205,5,0.8,1.2,1531849499999.0,TP
1531913399999.0,390.97556498289106,312.78045198631287,5,0.8,1.2,1531944899999.0,SL
1531985399999.0,349.3131874470776,279.4505499576621,5,0.8,1.2,1532068199999.0,SL
1531978199999.0,387.05877177289244,309.64701741831396,5,0.8,1.2,1532069099999.0,SL
1531979999999.0,367.7019625965301,294.1615700772241,5,0.8,1.2,1532069999999.0,SL
1532023199999.0,331.84403494284925,265.47522795427943,5,0.8,1.2,1532109599999.0,SL
1532139299999.0,372.67374568207725,447.2084948184927,5,0.8,1.2,1532189699999.0,TP
1532273399999.0,341.8670153246947,273.49361225975576,5,0.8,1.2,1532379599999.0,SL
1532381399999.0,338.4421915651719,406.1306298782063,5,0.8,1.2,1532412899999.0,TP
1532143799999.0,354.03633166051657,424.8435979926199,5,0.8,1.2,1532416499999.0,TP
1532183399999.0,336.3309747141741,269.06477977133926,5,0.8,1.2,1532646899999.0,SL
1532486699999.0,344.9006136844551,275.9204909475641,5,0.8,1.2,1532676599999.0,SL
1532452499999.0,363.05709921626027,290.4456793730082,5,0.8,1.2,1532703599999.0,SL
1532679299999.0,337.8374025337669,270.26992202701354,5,0.8,1.2,1533025799999.0,SL
1532676599999.0,341.10268233486477,272.88214586789184,5,0.8,1.2,1533027599999.0,SL
