opentime,initial_value,value,leverage,SL,TP,close_time,close_cause
1680118199999.0,449.5499625447613,494.50495879923744,1,0.8,1.1,1681388999999.0,TP
1683028799999.0,433.55130338168203,476.90643371985027,1,0.8,1.1,1683333899999.0,TP
1681582499999.0,532.3096767566889,425.84774140535114,1,0.8,1.1,1686775499999.0,SL
1684718099999.0,413.9201004556053,455.3121105011658,1,0.8,1.1,1689270299999.0,TP
1687345199999.0,414.50808482467403,455.95889330714147,1,0.8,1.1,1689295499999.0,TP
1681411499999.0,560.3318737636067,448.2654990108854,1,0.8,1.1,1692308699999.0,SL
1688486399999.0,374.08567094210747,299.26853675368596,1,0.8,1.1,1692308699999.0,SL
1682883899999.0,456.3745969764756,365.09967758118046,1,0.8,1.1,1697128199999.0,SL
1694300399999.0,363.9171649578845,400.308881453673,1,0.8,1.1,1698113699999.0,TP
1696305599999.0,345.7176675383407,380.2894342921748,1,0.8,1.1,1698116399999.0,TP
1690019099999.0,400.9320840186699,441.0252924205369,1,0.8,1.1,1699156799999.0,TP
1682022599999.0,505.6888698220868,556.2577568042956,1,0.8,1.1,1699204499999.0,TP
1683396899999.0,435.70995532121947,479.28095085334144,1,0.8,1.1,1699565399999.0,TP
1690210799999.0,380.88147049689627,418.96961754658594,1,0.8,1.1,1699565399999.0,TP
1690509599999.0,343.73829041359755,378.11211945495734,1,0.8,1.1,1699565399999.0,TP
1682598599999.0,480.39936944228424,528.4393063865127,1,0.8,1.1,1699568999999.0,TP
1690450199999.0,361.83358815734647,398.01694697308113,1,0.8,1.1,1699568999999.0,TP
1687522499999.0,393.7785355025921,433.15638905285135,1,0.8,1.1,1699570799999.0,TP
1699303499999.0,435.55594930191586,479.11154423210746,1,0.8,1.1,1699573499999.0,TP
1704664799999.0,541.0164447069849,595.1180891776834,1,0.8,1.1,1704914099999.0,TP
1701875699999.0,569.4969891335539,626.4466880469093,1,0.8,1.1,1704915899999.0,TP
1706603399999.0,546.2691734822585,600.8960908304844,1,0.8,1.1,1707640199999.0,TP
1706860799999.0,518.9502521164108,570.8452773280519,1,0.8,1.1,1707752699999.0,TP
1707713099999.0,523.0363455886849,575.3399801475534,1,0.8,1.1,1707919199999.0,TP
1705138199999.0,575.026235520646,632.5288590727106,1,0.8,1.1,1707956999999.0,TP
1709542799999.0,585.7972166320451,644.3769382952496,1,0.8,1.1,1709724599999.0,TP
1712111399999.0,531.3031101234775,584.4334211358253,1,0.8,1.1,1712571299999.0,TP
1712406599999.0,504.7326415862024,555.2059057448228,1,0.8,1.1,1712578499999.0,TP
1710565199999.0,588.713900973656,470.97112077892484,1,0.8,1.1,1713039299999.0,SL
1712577599999.0,508.70678890305635,406.9654311224451,1,0.8,1.1,1713039299999.0,SL
1715583599999.0,527.158147063822,579.8739617702042,1,0.8,1.1,1716233399999.0,TP
1714764599999.0,554.9091538477477,610.4000692325225,1,0.8,1.1,1716234299999.0,TP
1711837799999.0,559.2723187859635,615.19955066456,1,0.8,1.1,1716244199999.0,TP
1716893999999.0,591.0505924767078,472.8404739813663,1,0.8,1.1,1720099799999.0,SL
1717801199999.0,561.4921523469477,449.1937218775582,1,0.8,1.1,1720148399999.0,SL
1717969499999.0,506.7359991983749,405.38879935869994,1,0.8,1.1,1720148399999.0,SL
1717955099999.0,533.4119298080768,426.72954384646147,1,0.8,1.1,1720153799999.0,SL
1719326699999.0,457.3196113432221,365.8556890745777,1,0.8,1.1,1722791699999.0,SL
1721249099999.0,500.41234563818807,400.3298765105505,1,0.8,1.1,1722791699999.0,SL
1721820599999.0,451.61263415393887,361.2901073231511,1,0.8,1.1,1722791699999.0,SL
1718430299999.0,481.3941318784641,385.1153055027713,1,0.8,1.1,1722793499999.0,SL
1721289599999.0,475.38672423282236,380.3093793862579,1,0.8,1.1,1722793499999.0,SL
1722030299999.0,407.57182172904214,326.0574573832337,1,0.8,1.1,1722818699999.0,SL
1720067399999.0,434.4490575799476,347.5592460639581,1,0.8,1.1,1722820499999.0,SL
1721947499999.0,429.0274863199004,343.22198905592035,1,0.8,1.1,1722839399999.0,SL
1724642999999.0,532.6470100488908,426.11760803911267,1,0.8,1.1,1725655499999.0,SL
1725835499999.0,502.00542555507286,552.2059681105802,1,0.8,1.1,1726814699999.0,TP
1726217999999.0,476.9001342230637,524.59014764537,1,0.8,1.1,1726961399999.0,TP
